step,train_mean_reward,train_std_reward,eval_mean_reward,eval_std_reward,elapsed_sec,eta_sec
5000,13.474476129999998,7.654647511808619,21.52022116903634,0.6708203932499432,101.85452604293823,1935.2359948158264
10000,18.82193103,5.547836782716752,21.52022116903634,0.6708203932499432,202.80262804031372,1825.2236523628235
15000,19.294703639999998,6.368790314899842,21.546887835703007,0.6963077225224873,303.6309530735016,1720.5754007498422
20000,19.22887894,5.803110718272537,21.611887830439702,0.6731249661312406,404.54464077949524,1618.178563117981
25000,19.86475464,5.562583886124565,21.790174635447805,0.6154110253891786,505.86214208602905,1517.5864262580872
30000,20.28384628,5.311987055013445,22.27055369364943,2.457323470380446,606.8316762447357,1415.9405779043834
35000,19.38679217,6.482355298342969,22.329444568139618,2.4622221963375415,723.7996134757996,1344.199282169342
40000,19.146492389999995,6.710116481897912,22.31622456630673,2.4628363518800227,827.7325086593628,1241.5987629890442
45000,18.88124603,6.977853760333973,21.39034090358865,5.134280189292426,930.7905740737915,1137.6329238679673
50000,19.139253059999998,7.278063921294023,20.691041308583696,6.020510521241493,1033.5313720703125,1033.5313720703125
55000,18.77307081,6.726279960890488,21.694540205234187,4.180907347158583,1137.0319175720215,930.2988416498357
60000,20.42966905,5.488879403296176,21.747873495595332,4.193200922431188,1240.8887541294098,827.2591694196066
65000,17.3341197,7.909732452903168,21.343298191431767,4.397469857335855,1343.7079904079437,723.5350717581235
70000,19.008382129999998,6.690339585986959,20.67008020323963,6.012957325294652,1445.5034182071686,619.5014649459295
75000,19.6705183,6.274784577252138,20.644407061725587,6.004356769208808,1548.3239459991455,516.1079819997152
80000,18.72008092,7.098267667950792,19.652271647171567,7.212697374304325,1649.6701083183289,412.4175270795822
85000,19.60102456,6.636433918256695,20.630080202648504,6.000282533414023,1752.3626608848572,309.24046956791597
90000,19.326268019999997,6.682987622405271,20.671073728401474,6.013803965559049,1854.6323902606964,206.07026558452182
95000,19.22515506,6.747521728533435,21.780920143716337,4.21394303757399,1954.9080007076263,102.88989477408559
100000,19.761030579999996,6.587765696156411,19.75777165764966,6.664063006752031,2053.478979110718,0.0
