metric,mean,std,min,q25,median,q75,max
p_yield,0.8236894025288314,0.05421725041300271,0.6249239926064821,0.8408933081764325,0.8481288363433409,0.8481288363433409,0.8742880956354999
p_block,0.17631059747116884,0.05421725041300268,0.1257119043645,0.1518711636566592,0.1518711636566593,0.15910669182356735,0.3750760073935179
