method,steps,seed_count,reward_mean,reward_std,collision_rate_mean,collision_rate_std,success_rate_mean,success_rate_std,avg_speed_mean,avg_speed_std,episode_length_mean,episode_length_std,lane_change_count_mean,lane_change_count_std,ttc_min_mean,ttc_min_std,thw_min_mean,thw_min_std,drac_max_mean,drac_max_std,risk_exposure_mean,risk_exposure_std,risk_exposure_v1_mean,risk_exposure_v1_std,risk_exposure_v2_mean,risk_exposure_v2_std,risk_score_max_mean,risk_score_max_std,risk_score_v1_max_mean,risk_score_v1_max_std,risk_score_v2_max_mean,risk_score_v2_max_std,same_lane_front_risk_mean,same_lane_front_risk_std,target_rear_risk_mean,target_rear_risk_std,target_front_risk_mean,target_front_risk_std,near_miss_count_mean,near_miss_count_std,target_gap_size_mean,target_gap_size_std,target_rear_distance_mean,target_rear_distance_std,target_rear_relative_speed_mean,target_rear_relative_speed_std,p_yield_mean,p_yield_std,p_block_mean,p_block_std,method_label
official_sb3_ppo_highway_fast,100000,3,21.26509653825268,0.9046659303978701,0.21166666666666667,0.08607167555783572,0.7883333333333332,0.08607167555783567,22.224044857890476,0.22920784489320295,27.323333333333334,1.3724552208845737,0.39166666666666666,0.06429100507328638,3.1913471962654376,0.5991405975141282,0.612867466784946,0.10565340182296346,7.41905832886545,8.302317612472715,9.479135150231764,0.6380078262118084,35.84033588714792,1.3629046059643604,9.479135150231764,0.6380078262118084,1.8311571141871552,0.1858478022284456,4.261875724372821,0.23187951071832105,1.8311571141871552,0.1858478022284456,0.05295071345001529,0.022234618838610026,0.000499710072455759,0.0003597282164301273,0.020959720567115883,0.0038164569811547935,0.6383333333333333,0.11273124382057233,148.6641475599029,3.1326855039522044,919246.9898919064,18319.659209546324,-20.64292779237652,0.5746808459346755,0.8236894025288314,0.006185037075358958,0.17631059747116884,0.0061850370753589205,official_sb3_ppo_highway_fast (100k)
