run_name,method,steps,seed,stage,method_label,episode,reward,collision,success,avg_speed,episode_length,lane_change_count,ttc_min,thw_min,drac_max,risk_exposure,risk_exposure_v1,risk_exposure_v2,risk_score_max,risk_score_v1_max,risk_score_v2_max,same_lane_front_risk,target_rear_risk,target_front_risk,near_miss_count,target_gap_size,target_rear_distance,target_rear_relative_speed,p_yield,p_block,collision_flag
official_sb3_ppo_highway_fast_steps100000_seed2,official_sb3_ppo_highway_fast,100000,2,formal,official_sb3_ppo_highway_fast (100k),0,23.220221169036332,0,1,21.525276461295412,30,0,1.5625812799788785,0.27664928810062483,2.772781704626904,13.817575837097344,59.32349902748675,13.817575837097344,2.5745431363058966,4.132257432552288,2.5745431363058966,0.11909777921650426,0.0,0.0,2,160.0,1000000.0,-21.525276461295412,0.8481288363433409,0.1518711636566593,0
official_sb3_ppo_highway_fast_steps100000_seed2,official_sb3_ppo_highway_fast,100000,2,formal,official_sb3_ppo_highway_fast (100k),1,22.22022116903634,1,0,21.68794116685733,29,0,3.2227932883956414,0.2528512125804354,1.696527467526306,10.912305305914138,47.48985747686391,10.912305305914138,1.2069538935125337,3.404540860340711,1.2069538935125337,0.07617223549482252,0.0,0.0,0,160.0,1000000.0,-21.68794116685733,0.8481288363433409,0.15187116365665934,1
official_sb3_ppo_highway_fast_steps100000_seed2,official_sb3_ppo_highway_fast,100000,2,formal,official_sb3_ppo_highway_fast (100k),2,22.935651618407174,0,1,21.16956452300897,30,0,2.9508709220499543,0.5569708092432661,1.0756602977628134,4.150350491755812,25.73073348459927,4.150350491755812,0.9556791394881241,2.3245126913072247,0.9556791394881241,0.01604734548322045,0.0,0.0,0,160.0,1000000.0,-21.16956452300897,0.8481288363433409,0.15187116365665934,0
official_sb3_ppo_highway_fast_steps100000_seed2,official_sb3_ppo_highway_fast,100000,2,formal,official_sb3_ppo_highway_fast (100k),3,2.1973833082431526,1,0,28.300624686372743,3,0,1.2896518768479117,0.19495443934542764,3.0258315365613737,6.323066452727671,13.473872539950317,6.323066452727671,2.9749034207520113,5.871736337616562,2.9749034207520113,0.5234484462191024,0.0,0.0,2,160.00000000000003,1000000.0,-28.300624686372743,0.8481288363433407,0.1518711636566593,1
official_sb3_ppo_highway_fast_steps100000_seed2,official_sb3_ppo_highway_fast,100000,2,formal,official_sb3_ppo_highway_fast (100k),4,15.397110481682436,1,0,20.696445686967643,21,0,1.065877772269484,0.20933396674744845,3.1721126024377644,8.925245710659953,33.4819564240499,8.925245710659953,3.020839882453406,6.263676688833691,3.020839882453406,0.09471544146721696,0.0,0.0,2,160.0,1000000.0,-20.696445686967643,0.8481288363433408,0.1518711636566593,1
official_sb3_ppo_highway_fast_steps100000_seed2,official_sb3_ppo_highway_fast,100000,2,formal,official_sb3_ppo_highway_fast (100k),5,11.753554502369045,1,0,21.359893364928972,16,0,3.6790863547211914,0.30287054578863515,1.8406348030915325,6.952073689705434,26.6183198002276,6.952073689705434,1.3030254505560181,3.050426040184151,1.3030254505560181,0.08127097618405014,0.0,0.0,0,160.0,1000000.0,-21.359893364928972,0.8481288363433406,0.15187116365665934,1
official_sb3_ppo_highway_fast_steps100000_seed2,official_sb3_ppo_highway_fast,100000,2,formal,official_sb3_ppo_highway_fast (100k),6,23.353554502369676,0,1,21.691943127962084,30,0,3.740060172696438,1.0264208832782897,1.1783457686689607,4.985661351894091,25.837176788218258,4.985661351894091,0.8614994276076369,1.7832224592558157,0.8614994276076369,0.011281641237684159,0.0,0.0,0,160.0,1000000.0,-21.691943127962084,0.8481288363433409,0.15187116365665934,0
official_sb3_ppo_highway_fast_steps100000_seed2,official_sb3_ppo_highway_fast,100000,2,formal,official_sb3_ppo_highway_fast (100k),7,1.8169355743565798,1,0,23.55281207133059,3,0,0.6598424035230368,0.22663944428269076,5.376782910930372,9.56717821831596,15.509057056909779,9.56717821831596,4.827859530110389,8.358604415247207,4.827859530110389,0.6551871976954095,0.0,0.0014473948896805372,2,182.65820254289952,1000000.0,-23.55281207133059,0.8742880956354999,0.12571190436450005,1
official_sb3_ppo_highway_fast_steps100000_seed2,official_sb3_ppo_highway_fast,100000,2,formal,official_sb3_ppo_highway_fast (100k),8,23.220221166971474,0,1,21.52527645871435,30,0,2.30953296998936,0.530927259954246,1.8697172379232327,8.229070993017904,37.29833612019331,8.229070993017904,1.7087665427685472,2.845071297356966,1.7087665427685472,0.052038085327523825,0.0,0.0025410702589573593,0,161.21615389842938,1000000.0,-21.52527645871435,0.8497377698543362,0.15026223014566398,0
official_sb3_ppo_highway_fast_steps100000_seed2,official_sb3_ppo_highway_fast,100000,2,formal,official_sb3_ppo_highway_fast (100k),9,23.452266072573924,0,1,21.858609794628748,30,1,2.8793828369648122,0.7005444666256265,1.6049496459039836,7.659006029101686,35.17329110287293,7.659006029101686,1.226253641388299,2.280625705150294,1.226253641388299,0.04566534505705762,0.0,0.0,0,159.46417618689077,1000000.0,-21.858609794628748,0.8472439456551881,0.15275605434481218,0
