run_name,method,steps,seed,stage,method_label,episode,reward,collision,success,avg_speed,episode_length,lane_change_count,ttc_min,thw_min,drac_max,risk_exposure,risk_exposure_v1,risk_exposure_v2,risk_score_max,risk_score_v1_max,risk_score_v2_max,same_lane_front_risk,target_rear_risk,target_front_risk,near_miss_count,target_gap_size,target_rear_distance,target_rear_relative_speed,p_yield,p_block,collision_flag
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),0,23.886886945162235,0,1,22.358608681452797,30,0,3.0875727828652177,0.7668642676971406,1.3623228437270838,6.363935238033119,28.6754026574471,6.363935238033119,1.0290051875142208,2.1369971311271017,1.0290051875142208,0.0204254255482028,0.0,0.0,0,160.0,1000000.0,-22.358608681452797,0.8481288363433409,0.1518711636566593,0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),1,22.81959844516077,0,1,21.025276461295416,30,0,7.054699402217397,1.0812412379363885,0.3174790838092937,3.2354354583464247,22.55427117062048,3.2354354583464247,0.2875883043678587,1.1312885009896567,0.2875883043678587,0.0039890333479022,0.0,0.0,0,160.0,1000000.0,-21.025276461295416,0.8481288363433409,0.1518711636566593,0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),2,23.22022047369032,0,1,21.52527559211291,30,0,3.088422958817264,0.5011586867631567,1.8545309286321423,9.885190319987288,43.84421272748011,9.885190319987288,1.3122895342497578,2.3554121611516936,1.3122895342497578,0.0716005452110067,0.0,0.0,0,160.0,1000000.0,-21.52527559211291,0.8481288363433409,0.1518711636566593,0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),3,23.48688783570301,0,1,21.85860979462875,30,0,3.5965962637523696,0.4430254130027037,1.516094333229323,8.247074307764377,36.63878443413611,8.247074307764377,1.086665137314545,2.0114317370642967,1.086665137314545,0.0482744800165768,0.0,0.0,0,160.0,1000000.0,-21.85860979462875,0.8481288363433409,0.1518711636566593,0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),4,22.535996203329898,0,1,20.66999525416236,30,0,2.9508709220499543,0.5569708092432661,1.0756602977628134,3.888329460070443,23.703093533229715,3.888329460070443,0.955679139488124,2.3245126913072247,0.955679139488124,0.0145952024828771,0.0,0.0,0,160.0,1000000.0,-20.66999525416236,0.8481288363433409,0.1518711636566593,0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),5,22.820221156977965,0,1,21.02527644622245,30,0,2.541696351122083,0.4987639788580071,1.380181794651953,5.152412888310257,32.724972113583135,5.152412888310257,1.3209984283011964,2.6250470556582326,1.3209984283011964,0.0265045575133671,0.0,0.0,0,160.0,1000000.0,-21.02527644622245,0.8481288363433409,0.1518711636566593,0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),6,22.419597676439825,0,1,20.5252764612604,30,0,3.78295791510351,0.6005920081844398,0.6075719899074786,5.251478478701784,36.1465173471317,5.251478478701784,0.5790953439007911,1.9909647627858624,0.5790953439007911,0.036865633786518,0.0,0.0,0,160.0,1000000.0,-20.5252764612604,0.8481288363433409,0.1518711636566593,0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),7,11.753554502369044,1,0,21.35989336492897,16,0,3.679086354721192,0.3028705457886351,1.8406348030915325,6.952073689705434,26.6183198002276,6.952073689705434,1.303025450556018,3.050426040184151,1.303025450556018,0.0812709761840501,0.0,0.0,0,160.0,1000000.0,-21.35989336492897,0.8481288363433406,0.1518711636566593,1
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),8,23.753554502369663,0,1,22.19194312796208,30,0,2.45228541501132,0.5800471109583945,1.7960924022887108,8.617659268863786,37.4201281799042,8.617659268863786,1.5788919863336004,2.6638879867889864,1.5788919863336004,0.0572766814560896,0.0,0.0,0,160.0,1000000.0,-22.19194312796208,0.8481288363433409,0.1518711636566593,0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),9,22.48688783366931,0,1,21.858609792086632,30,0,4.0799562344632365,1.137031149578378,1.0754244610744792,6.241408573839482,23.238522797898742,6.241408573839482,0.871293964061249,1.6591312103766016,0.871293964061249,0.0110788004990377,0.0028477314188861,0.0047524103771082,0,153.72098102706255,300022.34979942424,-6.566125246959822,0.8248390441769023,0.1751609558230976,0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),10,22.953554502101856,0,1,21.19194312762732,30,0,2.749759830094681,0.530927259954246,1.2164410140271489,5.490525880823964,31.03948836914707,5.490525880823964,1.2180883714752402,2.43261954636438,1.2180883714752402,0.024499324706706,0.0,0.0025410702589573,0,161.21615389842938,1000000.0,-21.19194312762732,0.8497377698543362,0.1502622301456639,0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),11,23.185599405907254,0,1,21.52527646129541,30,1,4.88911284448374,1.1760646177259098,0.9569252750514914,4.41319459075236,25.28566355286756,4.41319459075236,0.7138857651959907,1.3927284441786612,0.7138857651959907,0.0088410573982507,0.0,0.0,0,159.46417618689077,1000000.0,-21.52527646129541,0.8472439456551881,0.1527560543448122,0
official_sb3_ppo_highway_fast_steps100000_seed0,official_sb3_ppo_highway_fast,100000,0,formal,official_sb3_ppo_highway_fast (100k),12,23.48626555312407,0,1,21.85860979462875,30,0,4.033613457813971,1.309241642166621,1.274934009555074,5.242604161733141,24.053635836549088,5.242604161733141,0.9258915881983788,1.6846091602446351,0.9258915881983788,0.0123522362786802,0.0,0.0,0,160.0,1000000.0,-21.85860979462875,0.8481288363433409,0.1518711636566593,0
