method,episode,step,reward,ttc_min,thw_min,drac_max,risk_score,raw_action,final_action,chosen_source
full_merge,0,0,0.7202777735243868,9.176470588235293,0.8142905648589548,0.4637763356899159,1.3846904484373066,1,4,risk_min
full_merge,0,1,0.7442787408770472,10.24326493066275,0.8357453418275697,0.36445171397513487,1.2909004138960927,1,4,risk_min
full_merge,0,2,0.7550405964204662,9.003161675893457,0.8571213572359307,0.18296329889622967,1.169206816052398,1,4,risk_min
full_merge,0,3,0.7607959636180077,7.715922349829524,0.8718910487267122,0.19550946525805366,1.1794536474742952,1,0,rule
full_merge,0,4,0.764481589782542,7.752460323499754,0.885714562594645,0.18789917166457853,1.1599563354397164,1,0,rule
full_merge,0,5,0.7600947915238386,8.845730468524717,0.9039831572661635,0.14036835568219144,1.0972421441726068,1,0,rule
full_merge,0,6,0.7876972985427064,11.775362615021262,0.9298399653281546,0.07745360086075709,1.0218352672611113,1,0,rule
full_merge,0,7,0.8026993700754104,21.07031805018385,0.9658542909813385,0.02382229236635554,0.9575756627060188,1,0,rule
full_merge,0,8,0.8126961377499925,115.43996172837957,1.0147658696856772,0.002725958607115813,0.904994767381631,1,0,rule
full_merge,0,9,0.8200759072032194,164.1187137722653,1.0797564352078954,0.0013466655771055128,0.8567158330467919,1,0,rule
full_merge,0,10,0.8197590206585061,233.4253046227628,1.1646463219365022,0.0006649857855274265,0.8023028062258758,1,1,rl
full_merge,0,11,0.8279247330452678,332.0974658325741,1.2640382668231132,0.00032827451426216305,0.7480891978283083,1,1,rl
full_merge,0,12,0.8349693536382022,472.56690622106305,1.3648647165975292,0.00016202493535753343,0.7012358935946822,1,1,rl
full_merge,0,13,0.8412367098543885,672.5206729899153,1.4693451002658715,7.99616883424108e-05,0.6595082276514498,1,1,rl
full_merge,0,14,0.8452438620642361,957.1229097702704,1.5450333834098913,3.946047559941597e-05,0.6328208803942954,1,1,rl
full_merge,0,15,0.8465739732660976,1362.1771355538883,1.5718723517582927,1.9473269457016065e-05,0.6239667971859795,1,1,rl
full_merge,0,16,0.847659192437546,1938.6285150501578,1.594496566817963,9.609931584938653e-06,0.6167385782682389,1,1,rl
full_merge,0,17,0.8485812786143694,2758.9756339842115,1.6142525619786865,4.7425231545552655e-06,0.61059458202837,1,1,rl
full_merge,0,18,0.8493896671143154,3926.403648406593,1.6319876876355524,2.3404793462011836e-06,0.6052069267246016,1,1,rl
full_merge,0,19,0.8501147616265053,5587.795952845372,1.6482345620170018,1.1550523059317873e-06,0.6003737535946956,1,1,rl
full_merge,0,20,0.8507763249201359,7952.273103781301,1.6633450071247997,5.700242559206521e-07,0.5959637216558586,1,1,rl
full_merge,0,21,0.8513880112787771,11317.607141867116,1.6775660831605406,2.813017545589307e-07,0.5918860050799188,1,1,rl
full_merge,0,22,0.8519597408469514,16107.853809785232,1.6910805105156277,1.3881353333217478e-07,0.5880745696175704,1,1,rl
full_merge,0,23,0.8524989794208947,22926.95795173117,1.7040283628200115,6.849604351751499e-08,0.584479692669608,1,1,rl
full_merge,0,24,0.8530114734054282,32635.09381277468,1.71651937820379,3.379632579887087e-08,0.5810630892391968,1,1,rl
