method,episode,step,reward,ttc_min,thw_min,drac_max,risk_score,raw_action,final_action,chosen_source
masked_highway,0,0,0.6877067319933892,4.848234238890987,0.7400178711863722,0.3701078639476404,1.5206303529495777,0,4,mask
masked_highway,0,1,0.679341880970416,4.734015692684893,0.7411428714549984,0.3714882586418221,1.5247941203202715,0,4,mask
masked_highway,0,2,0.6679137452123206,4.553176076088586,0.7280673480581871,0.3816069741417545,1.5586405439723585,0,4,mask
masked_highway,0,3,0.6546263022933674,4.338853546716717,0.708441657646606,0.3992081857549588,1.6104896123148018,0,4,mask
masked_highway,0,4,0.6679347045856413,4.838708182383973,0.6866494999456015,0.3058051585416735,1.5664774963712493,0,4,mask
masked_highway,0,5,0.6756250690905512,5.320828228617155,0.666417043058475,0.24245267425527972,1.5451117611747054,0,4,mask
masked_highway,0,6,0.6791140968334558,5.744605403438897,0.6473621215832751,0.20030135730674425,1.5412915576898103,0,4,mask
masked_highway,0,7,0.6797380525302705,6.095006851946538,0.629142552862154,0.17186260146100665,1.5500081991817034,0,4,mask
masked_highway,0,8,0.6782228707654223,6.399617183384553,0.6116079503734263,0.1508885525051481,1.5698199482397863,0,4,mask
masked_highway,0,9,0.6807727547426795,7.105916996650883,0.5951002530950292,0.11871593272756555,1.5712686589840357,0,4,mask
masked_highway,0,10,0.6808737405567645,7.907856086455077,0.5803051562530676,0.1007293361721245,1.5804791544511194,0,4,mask
masked_highway,0,11,0.6814600418687531,9.37897031766361,0.5673705634925177,0.08732256598635757,1.5840282805155697,0,4,mask
masked_highway,0,12,0.6805002094218094,11.355585823236904,0.5566512466707744,0.07534513067196082,1.597372637243673,0,4,mask
masked_highway,0,13,0.6772241364141427,13.52315818157612,0.5478419621181302,0.07376684610929139,1.619535251445719,0,4,mask
masked_highway,0,14,0.6736863799699627,16.428223782442018,0.5405445169504277,0.07641815771664585,1.6408400073013572,0,4,mask
masked_highway,0,15,0.6707940366106733,20.54140442079816,0.5346312517817259,0.07843353988591127,1.6584185903225925,0,4,mask
