step,train_mean_reward,train_std_reward,eval_mean_reward,eval_std_reward,elapsed_sec,eta_sec
5000,9.15160445,5.992595627460606,7.854430181193682,4.485826166575445,106.77545666694641,2028.7336766719818
10000,16.210397479999997,7.734242687757731,20.12417379051307,6.418962514398839,219.58891534805298,1976.3002381324768
15000,19.213143619999997,6.72511710327798,21.5720508323667,4.329783691116256,334.07611417770386,1893.097980340322
20000,20.40816027,6.663020342633291,20.79295286512154,6.175192461905138,447.8215539455414,1791.2862157821655
25000,17.507353000000002,8.06030233557482,20.935036142075635,6.05190561889139,562.6065435409546,1687.8196306228638
30000,18.36068582,8.351613171316451,21.280507947201933,5.560454725192116,678.3508453369141,1582.818639119466
35000,20.123490020000002,8.25816082713894,23.51781994577615,4.4956433503108855,794.0408718585968,1474.64733345168
40000,21.423330930000002,7.090112898774415,23.20659028003122,6.239217702943754,908.6190679073334,1362.928601861
45000,21.12725693,7.761069902508584,23.67679140621312,6.382013390595538,1024.5236525535583,1252.1955753432378
50000,21.753711629999994,7.473751972547809,23.455316310824365,6.050303165218082,1140.3577501773834,1140.3577501773834
55000,20.648409729999997,8.214385204118695,22.333651789308608,6.475099865270376,1255.1366729736328,1026.930005160245
60000,21.114913070000004,8.597597472946362,22.060629443788834,8.297097526015246,1370.6886978149414,913.7924652099609
65000,20.165107840000005,9.069014457763764,22.10446704096593,7.609566887188989,1486.6360666751862,800.4963435943309
70000,22.027737820000002,7.499472256286264,24.64689336319972,6.531030060636616,1602.713434457779,686.877186196191
75000,22.306551190000004,8.358542040890573,22.294753789845206,8.50801463475791,1718.2714257240295,572.7571419080099
80000,21.247710709999996,8.812542279513684,22.72218732741451,7.190516424244569,1834.224461555481,458.55611538887024
85000,20.63888055,8.501580227821494,23.675893800603212,5.8023180365361124,1950.4707882404327,344.20072733654695
90000,24.175534419999998,7.016402595826191,25.19461601981799,5.55526916623494,2067.6911749839783,229.74346388710867
95000,21.48659852,8.823681962684754,23.853067023682037,7.885560182720484,2184.941519498825,114.99692207888552
100000,22.082510219999996,8.68508543799567,25.17217029369432,6.590649409326859,2301.8258028030396,0.0
