metric,mean,std,min,q25,median,q75,max
p_yield,0.7837219847634666,0.04544420517042527,0.6491030147665533,0.7515837275097144,0.7858294164484219,0.8189115308660133,0.8701733363895879
p_block,0.21627801523653362,0.04544420517042521,0.12982666361041206,0.18108846913398702,0.2141705835515781,0.24841627249028597,0.35089698523344665
