run_name,method,steps,seed,stage,method_label,episode,reward,collision,success,avg_speed,episode_length,lane_change_count,ttc_min,thw_min,drac_max,risk_exposure,risk_score_max,near_miss_count,target_gap_size,target_rear_distance,target_rear_relative_speed,p_yield,p_block,collision_flag
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),10,24.084640018821677,0,1,23.19194225877958,30,4,0.5176942066492912,0.17402935400308753,9.736476703881785,46.12958043932922,12.541807093075509,3,144.45799959362728,933333.9944772348,-21.866336569001763,0.8153938804648474,0.18460611953515296,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),11,22.78559893622719,0,1,21.025276461295423,30,1,6.5046329634571824,1.5371117572481865,0.45411920209557355,18.58635175394556,1.0471236660924825,0,159.46417618689077,1000000.0,-21.025276461295423,0.8472439456551881,0.15275605434481218,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),12,23.352931778494103,0,1,21.691943127962087,30,0,7.280290958594703,1.4996991314773391,0.35368503157484815,19.8685324818819,0.9776940786741404,0,160.0,1000000.0,-21.691943127962087,0.8481288363433409,0.1518711636566593,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),13,22.385685798056386,0,1,20.525276461295423,30,1,2.994278515953845,0.767942673470128,1.0706670217095393,28.755451748252536,2.083107414179128,0,161.10192191820116,1000000.0,-20.525276461295423,0.8496083747266324,0.15039162527336783,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),14,22.31959879298037,0,1,20.85860979462875,30,1,4.759172936014084,1.1794976357335905,0.9374261609291102,21.49143484448728,1.4462593250978055,0,141.85878390020505,1000000.0,-20.85860979462875,0.8138737202000043,0.18612627979999613,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),15,22.553554502369675,0,1,20.691943127962087,30,0,5.533225115502362,0.6296423422079725,0.49353098747768964,32.81954905018733,1.4619707071465402,0,160.0,1000000.0,-20.691943127962087,0.8481288363433409,0.1518711636566593,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),16,24.850932053278274,0,1,24.19194312796208,30,4,0.9748409291673406,0.3599369243748423,5.681294260304676,44.25287377384477,6.821545209984097,3,141.5786385122111,866670.3938058129,-21.606413019115944,0.8090444738058874,0.19095552619411293,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),17,22.267017332674452,0,1,20.33377166584306,30,0,12.941782021572068,1.118100534946503,0.1613058236361209,17.568006847852036,0.9026847475972442,0,160.0,1000000.0,-20.33377166584306,0.8481288363433409,0.1518711636566593,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),18,22.286887835703013,0,1,20.358609794628755,30,0,6.645447801559382,0.5765448310354485,0.4290107069338889,36.99085815025281,1.578511979943349,0,160.0,1000000.0,-20.358609794628755,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),19,24.135373479454326,0,1,22.669995254162355,30,0,4.964900671881745,1.4715369547499355,0.8985903761403893,18.31219043953496,1.3791872066930722,0,160.0,1000000.0,-22.669995254162355,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),20,24.020221169036336,0,1,22.525276461295412,30,0,3.2418556686436166,0.941782154749234,1.498136836369779,26.958313958347077,2.067646342875493,0,160.0,1000000.0,-22.525276461295412,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),21,12.264003796670123,1,0,29.635724455366404,14,0,0.34207685652446645,0.1423294066338411,18.243860573912407,78.10100453874914,14.712897210628038,8,71.76550214317982,357157.68063832837,-17.62794748329123,0.6564273116179659,0.34357268838203414,1
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),22,23.733339414418403,0,1,22.166674268022998,30,0,5.283737923314685,1.351357096364219,0.9230377626160191,20.254542105699368,1.2995120065996115,0,160.0,1000000.0,-22.166674268022998,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),23,25.71818252158074,0,1,25.358609794622843,30,4,0.4583524704988108,0.1662923585565095,11.872512378080033,51.64242814954591,13.16417787561152,3,135.23224015634221,800006.301194853,-21.36624517438237,0.7962904314002971,0.2037095685997033,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),24,15.552931778494088,1,0,21.27420446851726,21,0,3.438140926520834,0.31249999999999273,0.8873890233747119,28.157047798584333,3.0801545958168526,0,160.0,1000000.0,-21.27420446851726,0.8481288363433408,0.15187116365665929,1
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),25,24.68626555312407,0,1,23.35860979462875,30,0,3.69389053208822,0.6943154860807396,1.5154911744470827,31.07315795770078,1.8587572158496817,0,160.0,1000000.0,-23.35860979462875,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),26,10.12016890971574,1,0,25.499939547676032,12,1,1.767706837906912,0.302236687727524,3.4290935420414295,24.921856598656227,3.8955312370328627,1,153.6185909137503,1000000.0,-25.499939547676032,0.8349685028400211,0.16503149715997875,1
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),27,7.353554486685507,1,0,21.687117635101767,11,0,2.623628095906744,0.29971217091566843,1.9793692943165246,23.775403855555567,3.2740551503840454,0,102.81849041682712,181821.8695721563,-5.148090447617959,0.6915660588639763,0.30843394113602374,1
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),28,26.68355994920563,0,1,27.025276458708447,30,7,1.4071780719884022,0.4786591004900396,4.0310473502597155,55.01832405524487,4.811670978110602,3,120.63297622660257,633343.4902306445,-19.868909056674276,0.7637809065472839,0.2362190934527165,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),29,24.153554502369666,0,1,22.691943127962087,30,0,7.149368465939759,1.5821931700350151,0.7169191335788897,18.934036961260453,0.9912362378491217,0,160.0,1000000.0,-22.691943127962087,0.8481288363433409,0.1518711636566593,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),30,22.518932269559674,0,1,20.691943127962087,30,1,5.902058751199721,1.2756040393986152,0.8196761877502894,22.835359331860687,1.102401504984119,0,160.20340240219375,1000000.0,-20.691943127962087,0.8484352817799697,0.15156471822003056,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),31,24.118791648267983,0,1,23.19194312796208,30,3,0.8690622753478804,0.32124694969122686,6.380072423193007,72.75857276306502,7.634795200163264,5,145.94864109010885,866670.3539624244,-20.639149308420638,0.8183931698967432,0.18160683010325726,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),32,23.353554502369672,0,1,21.691943127962087,30,0,5.920430873666207,1.1373881841062643,0.4056132148317255,24.240794212397105,1.21032598010256,0,160.0,1000000.0,-21.691943127962087,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),33,25.06932953666321,0,1,23.83666192082903,30,0,6.037921462272185,1.5974603123224367,0.762737662551091,19.300950433414087,1.1605842248910352,0,160.0,1000000.0,-23.83666192082903,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),34,16.78559940590719,1,0,21.86355881085745,22,1,3.2294734547396557,0.26065542012155407,2.100584730987497,38.418116535706154,3.2950901949557574,0,160.45601298461568,1000000.0,-21.86355881085745,0.8487631067825586,0.15123689321744163,1
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),35,23.7524467976314,0,1,22.691943127962084,30,2,1.8821384285897627,0.7099876829005124,2.9403630129102507,30.727421770306997,3.5670497827644536,1,144.1323734936847,900001.4497386898,-20.752319386415884,0.8159328533188649,0.18406714668113547,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),36,24.15293177846232,0,1,22.69194312792236,30,0,3.571333059035004,0.5953988349717488,1.2862729019444745,28.12811488380069,1.8357389927978918,0,160.0,1000000.0,-22.69194312792236,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),37,6.612640177254804,1,0,27.69121321803076,8,2,0.7117245972524944,0.22630245272898558,6.70126079233541,22.64036974265826,9.144306478983323,2,85.14579281666265,500014.3432441211,-18.350054814750873,0.6880661646828494,0.3119338353171505,1
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),38,23.452265602894336,0,1,21.85860979462875,30,1,4.485114063808771,0.9280263869507973,1.0640979827917116,23.596337347962237,1.5164901884971425,0,160.3555630102023,1000000.0,-21.85860979462875,0.848654289284593,0.15134571071540734,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),39,24.286537171495958,0,1,22.858171464369956,30,0,10.398932346099386,1.4280210422329327,0.165069436362552,18.252101336031583,0.8576930782452417,0,160.0,1000000.0,-22.858171464369956,0.8481288363433409,0.1518711636566593,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),40,23.518651351781813,0,1,22.191943127962,30,3,1.129167702580013,0.24372413206605376,3.447560098721377,40.52195580696207,5.813194161268757,2,152.70262736794237,1000000.0,-22.191943127962,0.8340888111132114,0.16591118888678885,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),41,23.5521339079745,0,1,22.191943127962084,30,3,2.210375196834733,0.6456802829724664,1.9822344446207791,36.09075593016534,3.0309717119191975,0,154.58543529244847,1000000.0,-22.191943127962084,0.8381412874828817,0.16185871251711859,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),42,25.319262474235313,0,1,25.358609794628645,30,2,0.010121463793638744,0.003433088789799063,502.6772904786127,92.94976571212507,24.177938998371726,5,122.51921861073069,733343.3111961221,-20.01548403000063,0.769609788787926,0.23039021121207454,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),43,23.750268910326298,0,1,22.18861454275234,30,0,11.701633020961243,1.3136206138050193,0.11991872989596564,17.85831779179218,0.8718906612043658,0,160.0,1000000.0,-22.18861454275234,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),44,22.453514299757696,0,1,21.691892874739278,30,2,0.9095313443200356,0.17656449588496925,2.6667337034591174,44.36533024317372,7.399061414796028,2,126.42515830659774,766667.8318627906,-16.99611376631157,0.7796921778339907,0.22030782216600914,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),45,23.620221169036338,0,1,22.025276461295416,30,0,5.340304146113352,1.0645363153918277,0.8963937730456151,21.578012306129608,1.2844745266331832,0,160.0,1000000.0,-22.025276461295416,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),46,23.885466901899907,0,1,22.85860979462875,30,3,1.9599283258918987,0.6923355594578876,2.7035047727406347,29.749719381777073,3.4663265592744454,1,146.3577284570623,833337.1000011504,-19.655129293004563,0.8196814314175486,0.18031856858245163,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),47,23.618714538021894,0,1,22.691943127962084,30,2,0.9209149949007316,0.33308005638628313,5.890864476502933,36.73176942821438,7.187569179008127,2,138.0583690260964,866668.4176777159,-20.10952319067477,0.8025641041051526,0.19743589589484795,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),48,25.085929328272098,0,1,24.691943127962087,30,4,0.049007669991662735,0.01688115712581139,105.39015253080454,75.68965829933896,24.173664397213003,4,130.2959337558902,800004.7944738518,-20.863223376429794,0.7851558674515011,0.21484413254849918,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),49,24.51926266164769,0,1,23.858609794628748,30,2,0.6390929955083805,0.244536591490936,8.980626210011286,52.17796138963838,10.393260080010263,2,134.43326355145467,833337.0344794715,-20.69272989706355,0.7933338531780496,0.2066661468219508,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),50,22.89937806603821,0,1,21.166666684025568,30,1,5.742210132939014,0.9952279979905357,0.3772892022042204,20.37132331513185,1.3481499704928779,0,158.1626898844114,1000000.0,-21.166666684025568,0.8446051038548006,0.15539489614519955,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),51,6.398553316036136,1,0,26.60082257143304,8,3,1.5237830212762666,0.3706582171665421,3.2799479882807403,20.13225380229394,4.225688882984429,2,116.0368908214652,625011.7875978833,-19.417283238312045,0.7578706811137172,0.24212931888628275,1
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),52,23.220221169036346,0,1,21.525276461295416,30,0,5.689399771147794,1.461497607800716,0.6772276760259013,16.88187850510874,1.2204213749135353,0,160.0,1000000.0,-21.525276461295416,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),53,24.286887835703002,0,1,22.85860979462875,30,0,5.768959626498911,0.31044139402767423,1.0409923179192224,34.717339918558324,2.891642117285213,0,160.0,1000000.0,-22.85860979462875,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),54,22.38559893536263,0,1,20.525276461295423,30,1,4.7131683620781235,0.9417007405914033,0.6458138310840983,29.440076352759455,1.3838999049843679,0,160.36329545764906,1000000.0,-20.525276461295423,0.8486651886247285,0.15133481137527177,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),55,23.71690858503161,0,1,22.691943127962084,30,5,0.255501408449943,0.09091566405400753,20.890099603711636,80.29362878113345,18.092164204550237,6,144.7272204037986,933334.1569657293,-21.426677267686912,0.8162713642933956,0.18372863570660472,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),56,22.52021516616395,0,1,20.858609777275074,30,1,5.644799199435531,1.0564478515734985,0.680238649439049,23.144973635029988,1.2739931166870015,0,152.8437015799473,1000000.0,-20.858609777275074,0.8347820557010017,0.1652179442989986,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),57,23.852039495445148,0,1,23.025276461295423,30,2,0.055371306903313565,0.020058448824972486,98.1332515876655,64.8350053850148,24.177290283724037,3,136.51727261261186,933333.9839877778,-21.748105238676622,0.7998075352929219,0.2001924647070785,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),58,24.28626511182743,0,1,22.858609794628755,30,0,5.803515382496482,1.5918637960031015,0.7608959015800156,17.787106835994866,1.1890015008834294,0,161.87553070774013,1000000.0,-22.858609794628755,0.8504065371840378,0.14959346281596242,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),59,23.88688783570299,0,1,22.35860979462874,30,0,3.990905706951071,0.7801646511745719,0.7008042198317403,28.574151489241096,1.6653894948335453,0,160.0,1000000.0,-22.35860979462874,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),60,23.385940746554986,0,1,21.858609794628062,30,2,2.247660307822285,0.6383059939275969,1.9498412617739829,30.23029794935904,2.9068008970428454,0,158.34972337546552,1000000.0,-21.858609794628062,0.84522492661962,0.15477507338038032,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),61,22.55309208492625,0,1,20.858609794628755,30,7,2.69144976914362,0.6314993303067765,2.1075102976081252,38.63141418973356,2.4474667279895743,0,154.7197415792056,1000000.0,-20.858609794628755,0.8377348800579096,0.16226511994209064,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),62,22.78517318999426,0,1,21.691943127962084,30,3,2.3599229891478473,0.5361495350279358,1.7888358616408797,43.72217226841988,2.7250730956156906,0,127.43213923333523,1000000.0,-21.691943127962084,0.7836236961817468,0.2163763038182533,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),63,22.28626511101364,0,1,20.358609794628755,30,0,9.186103619833418,1.5473315113731678,0.22920849157897075,18.698148178336318,0.8543398947823135,0,160.0,1000000.0,-20.358609794628755,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),64,22.319598886184885,0,1,21.691943127962084,30,2,3.309136724631689,0.9491441560179342,1.4376002397883532,27.891889229382045,2.098299031798958,0,113.74418622480647,633335.7725357324,-14.644245472759177,0.7455076951461879,0.2544923048538126,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),65,22.363524239707434,0,1,21.166667667668325,30,5,3.1228081056150465,0.5642281453116361,0.9558570628077924,27.73794565592441,2.3283727413651687,0,130.01669892517327,1000000.0,-21.166667667668325,0.7901409345967614,0.20985906540323893,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),66,9.512027561704977,1,0,29.4765187420297,11,1,0.3412291979804884,0.09626380061142394,12.401148028641307,47.629475077049655,17.132796959174257,3,96.63535938279128,272751.68912169343,-15.97119073621235,0.7094677274044936,0.2905322725955065,1
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),67,16.531889593441463,1,0,25.262526346932606,20,3,0.9670154587102907,0.22265554931404066,3.833664957614734,37.55644045876583,6.599035898559551,4,128.9311420146833,500019.5442321511,-14.780281347189083,0.774491438582102,0.22550856141789805,1
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),68,24.717351639489653,0,1,24.35860979462874,30,4,2.3043771031706313,0.6118919999617979,3.067847907062072,39.2121582433794,3.155979631468351,0,126.18360803095068,733336.6426684194,-19.170758966193144,0.7704923782098593,0.22950762179014106,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),69,24.25259580718138,0,1,23.525276461295412,30,2,0.020581838936880353,0.005198466189265429,184.06718226320606,61.14912298570154,24.17412005647745,2,141.19791286904828,866669.2227076088,-20.57016124103539,0.810977373893593,0.18902262610640724,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),70,14.18626511158581,1,0,20.427914691943126,20,2,3.5219732271570314,0.2908390631260279,0.8120291129579403,25.630971461450795,3.2662093136576495,0,134.56117143328103,650001.4263019322,-13.232124958575852,0.7812717774863658,0.21872822251363422,1
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),71,25.48688783570245,0,1,24.35860979462807,30,0,4.94932985664978,1.0380737800945141,0.9919364912458492,25.0167539335977,1.38948110780364,0,163.764306171273,1000000.0,-24.35860979462807,0.8517197417493947,0.14828025825060562,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),72,22.19877292925723,0,1,20.50005772279964,30,4,8.296335683814661,0.982514394383502,0.26158426723424777,22.19425401851365,1.0014230164889952,0,156.63720319005628,1000000.0,-20.50005772279964,0.8421466144051681,0.15785338559483197,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),73,25.313463631106103,0,1,24.14182953888263,30,0,7.355474929434458,1.7950306865883277,0.4962285910157553,16.816013319815852,0.9815507204646021,0,160.0,1000000.0,-24.14182953888263,0.8481288363433409,0.15187116365665934,0
official_sb3_dqn_highway_fast_steps20000_seed0,official_sb3_dqn_highway_fast,20000,0,smoke,official_sb3_dqn_highway_fast (20k),74,24.365714053010734,0,1,23.500007601356334,30,2,0.6097543435145549,0.21859753622518063,9.097476162284925,50.890218389473844,10.819362932920894,4,144.87066958762026,933333.9365944277,-22.18717574100815,0.8178430791478735,0.18215692085212692,0
